sku,description,demand_pattern,model_used,date,forecast,forecast_lower,forecast_upper,mape_backtest,wmape_backtest,bias_pct,holiday_adjusted
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2026-04-01,6.0303532963987845,1.7582312234478084,9.943476922553515,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2026-05-01,0.0,0.0,1.56417275825381,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2026-06-01,5.941345894838548,1.5101089269670611,10.243964175676101,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2026-07-01,7.131133418476022,2.9484632937722033,11.446060024752203,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2026-08-01,3.1502702113250254,0.0,7.190979220261616,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2026-09-01,11.065899800933783,6.886486559355075,15.607454302496631,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2026-10-01,2.9229968028610145,0.0,6.863689840241124,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2026-11-01,2.7355977805663283,0.0,6.698055811007196,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2026-12-01,2.690504302203873,0.0,6.81761375167287,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2027-01-01,10.995684858752515,6.981720924957546,15.165494881923003,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2027-02-01,6.096162104215486,2.1008647757258485,10.513636170481833,7.991070911685092,9.528129610363282,-9.528129610363282,False
AAV250,ANLENE ACTIFIT VANILLA 24X240 GR,SMOOTH,Prophet,2027-03-01,6.099035518641648,1.9135518701115692,10.153636425187763,7.991070911685092,9.528129610363282,-9.528129610363282,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2026-04-01,8.103366915312934,0.0,19.925038563644602,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2026-05-01,8.666019420769167,0.0,22.693579472424222,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2026-06-01,14.707135406223989,0.9378270876804911,27.846352632649044,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2026-07-01,8.71315528471836,0.0,22.074905250887248,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2026-08-01,8.426954258899967,0.0,21.818936589334538,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2026-09-01,8.581015329990393,0.0,21.439174906991926,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2026-10-01,9.797295406166391,0.0,22.984348025655702,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2026-11-01,9.365268497249899,0.0,22.457018201464578,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2026-12-01,10.719322670214442,0.0,23.520735566508257,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2027-01-01,10.746776055474262,0.0,25.69808124706432,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2027-02-01,9.83393609027384,0.0,22.541986251423133,8.066408199767334,9.251734716787418,-7.251718779552648,False
ABV25SAC,ANCHOR BONEETO VANILLA 120x25 GR,ERRATIC,Prophet,2027-03-01,11.276909031072769,0.0,24.98149565180097,8.066408199767334,9.251734716787418,-7.251718779552648,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2026-04-01,8.064898678272119,1.7155632406609334,14.59530995694116,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2026-05-01,10.86443263118524,4.113828407455373,17.24164094031453,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2026-06-01,16.681315874938964,10.33152088352114,23.39532912231053,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2026-07-01,16.443393753550048,9.972115517787962,23.08791313208889,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2026-08-01,13.172850159159085,5.797906529235339,19.63933048895008,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2026-09-01,13.637168075815596,7.512474404866642,20.248753431497565,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2026-10-01,16.148351065464524,9.214595109834208,21.911730403394902,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2026-11-01,10.289426519646366,3.1804313043941788,16.698284650775,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2026-12-01,9.047184939453302,2.428094234323245,16.10116116967736,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2027-01-01,17.385686381744428,11.098768505532638,24.115946077896865,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2027-02-01,10.445842035085056,3.6335281945070204,17.302565136608887,8.352391921535181,9.698789309143379,-5.857077627185629,False
AAV600,ANLENE ACTIFIT VANILLA 12X600 GR,SMOOTH,Prophet,2027-03-01,16.725002195568457,10.160787330988683,23.349873368599315,8.352391921535181,9.698789309143379,-5.857077627185629,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2026-04-01,38.892280769927204,21.93759992569709,57.159641047907094,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2026-05-01,39.77830085151794,21.231414029681783,58.46049661125044,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2026-06-01,40.899797174940666,22.30209864835362,58.79565056563932,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2026-07-01,40.936052409680784,22.000982190989212,58.24189553996459,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2026-08-01,40.5243730498704,23.15107816869817,58.2466354372962,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2026-09-01,41.54048153124628,22.968581768356945,60.00951167169263,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2026-10-01,42.13328981912675,23.78863779601095,59.97163870515972,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2026-11-01,40.658212027229034,22.463289205103045,59.035840108828204,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2026-12-01,44.70725744999246,26.94804750714107,62.13101528745332,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2027-01-01,43.245155180827666,26.62967903009508,61.586435569769776,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2027-02-01,42.45851672903647,24.26164334608218,61.192455084849264,8.411860040046733,7.582548290476167,5.126335124470697,False
AGV250,ANLENE GOLD VANILLA 24X240 GR,SMOOTH,Prophet,2027-03-01,41.28660278822595,24.104995147769156,59.9129241686702,8.411860040046733,7.582548290476167,5.126335124470697,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2026-04-01,20.591446235409503,12.935364248266799,28.217399671847343,8.685556867115809,8.141937606874945,7.698221532369646,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2026-05-01,20.670712173992307,13.661208075461143,28.25734508955065,8.685556867115809,8.141937606874945,7.698221532369646,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2026-06-01,21.202174183455032,14.087568117941307,28.43110093315216,8.685556867115809,8.141937606874945,7.698221532369646,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2026-07-01,21.61887095645645,14.046972666190225,29.073417881528112,8.685556867115809,8.141937606874945,7.698221532369646,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2026-08-01,21.86895671850945,14.775250266524983,29.84618025085529,8.685556867115809,8.141937606874945,7.698221532369646,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2026-09-01,22.62074647248037,15.16355245992839,30.010769977642898,8.685556867115809,8.141937606874945,7.698221532369646,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2026-10-01,22.703115750354712,15.216391778675636,30.12992198726283,8.685556867115809,8.141937606874945,7.698221532369646,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2026-11-01,23.302733458356062,16.023256035947007,30.124642958979805,8.685556867115809,8.141937606874945,7.698221532369646,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2026-12-01,23.8734389199916,16.48770652813026,31.12245862730494,8.685556867115809,8.141937606874945,7.698221532369646,False
AGC25SAC,ANLENE GOLD CHOCOLATE 120x25GR,SMOOTH,Prophet,2027-01-01,24.190442544066226,16.72585174140776,31.431527119144622,8.685556867115809,8.141937606874945,7.698221532369646,False
